word,probability
versus,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
clearly,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
eastern,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
enlighten,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
zenapay,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
idealism,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
influential,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
door,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
array,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
bacon,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
truck,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
cryptographer,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
revive,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
emergency,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
date,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
cx,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
paysend,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
andrea,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
mailchimp,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
cinnober,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
debtor,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
reap,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
subsidize,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
underway,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
momentum,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
scientist,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
blackmail,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
letter,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
valuable,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
strategize,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
positively,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
impact,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
slat,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
alcohol,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
miami,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
nobel,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
vanguard,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
once,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
happy,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
arab,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
emirate,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
visualization,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
printable,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
dignitary,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
useful,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
naive,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
zone,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
lloyd,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
kingdom,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
apocalyptic,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
textbook,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
braiin,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
os,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
firmware,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
myth,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
widespread,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
pac,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
arcade,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
dilemma,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
cryex,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
apartment,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ato,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
journal,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
discrepancy,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
permissive,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
hodler,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
xiaolai,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
anonymity,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
pseudonymity,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
dlt,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
soap,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
coronation,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
viewer,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
fundraise,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
jeju,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
clog,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
tase,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
shield,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
retrace,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
achief,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
mutual,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
jd,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
goldmoney,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
artificially,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
falsely,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
compendium,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
sedition,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
peace,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
desktop,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
kumamoto,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
oz,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
southern,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
embassy,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
panama,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
shoppe,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
hampshire,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
unstoppable,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
hyperbitcoinization,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
bernanke,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
finally,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
qualified,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
alaska,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
oklahoma,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
sister,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
watch,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
lagarde,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
activist,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
tommy,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
robinson,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
coinsilium,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
satoshipay,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
sector,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
surprise,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
amelie,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
arra,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
cafebar,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
vendor,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
dress,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
copy,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
constellation,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
casper,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
greedy,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
rakuten,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
niall,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ferguson,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
liu,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
faketoshi,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
messiah,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
panther,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
spyco,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
cambridge,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
analytica,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
department,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
hat,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
passenger,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
bus,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
officer,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
or,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
hashpow,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
forfeiture,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
rainfall,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
abra,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
tron,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
justin,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
sun,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
inc,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
blockchair,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
encode,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ellen,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
degenere,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
memo,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
resident,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
starbuck,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
laptop,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
criticism,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
detractor,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
unanswered,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
clemency,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
signature,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
vulnerability,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
schizophrenia,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ecb,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
inflexible,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
suite,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
impossibility,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
academic,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
scholarship,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
afghan,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
refugee,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
periodic,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
fibonacci,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
sequence,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
bitso,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
mexican,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
earthquake,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
hydroelectric,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
predecessor,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
obelisk,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
launchpad,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
yale,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
wharton,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
haas,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
rabbinical,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
israel,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
legislation,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0002773732750849456}"
municipal,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
bitpico,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
disruptive,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
tourism,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
beer,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
murderous,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
heist,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
turcoin,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
haven,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
javascript,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
hypertokenization,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
bog,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
wojak,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
downturn,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
hotb,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
page,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
austrian,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.0001386866375424728}"
keyword,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
anonymizer,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
church,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
zürich,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
stellar,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
vigilance,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
cfds,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
deadline,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
rapidly,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
ibinex,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
tanzanian,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
worker,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
brewdog,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
jekyll,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
hyde,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
cruise,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
migrant,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
hyper,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
mini,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
mlm,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
onus,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
oecd,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
dept,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
mcdonald,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
maccoin,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
tent,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
natsbank,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
swissquote,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
hello,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
uzbekistan,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
kickico,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
antpool,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
scarcity,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ontarian,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
snapshot,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
loser,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
screensaver,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
quarter,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
christma,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
markedly,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
ig,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
firework,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
ruble,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.00020802995631370917}"
gigawatt,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
fairlay,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
sizable,"{-1: 0.0001559332605644784, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
taiwan,"{-1: 0.0002338998908467176, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
fsc,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
oppose,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
phish,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
cornell,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
lmax,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
journalism,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
era,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
physics,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
astrology,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
mongolian,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 0.00020802995631370917}"
password,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
achievable,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
clearinghouse,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
valletta,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
bte,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
segregated,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
coinbundle,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
ph,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
wizsec,"{-1: 0.0001559332605644784, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
nebraska,"{-1: 7.79666302822392e-05, 0: 0.00033858134416793635, 1: 6.93433187712364e-05}"
ifo,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
creative,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
envisage,"{-1: 0.0002338998908467176, 0: 0.00016929067208396818, 1: 6.93433187712364e-05}"
copycash,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
metric,"{-1: 7.79666302822392e-05, 0: 0.00016929067208396818, 1: 0.0001386866375424728}"
